OGLE LMC-CEP-2295, FU, VMC/CPAP,   2.912, 15.380, 16.030,  14.882,  14.511,  14.530, 083.0205000, -69.3491970,  13.307, Y,  82,       ,        ,   0
OGLE LMC-CEP-2298, FU, VMC/CPAP,   3.776, 14.980, 15.710,  14.458,  14.118,  14.146, 083.0498960, -70.0053020,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2300, FU, VMC/CPAP,   2.943, 15.260, 15.880,  14.841,  99.900,  14.504, 083.0516970, -69.9767000,  13.921, Y,  56,       ,        ,   0
OGLE LMC-CEP-2308, FU, VMC/CPAP,   5.737, 14.600, 15.390,  14.039,  13.687,  13.628, 083.1037980, -69.9773030,  13.919, N,  33, 18.480,   0.097,   0
OGLE LMC-CEP-2309, FU, VMC/CPAP,   3.344, 15.260, 16.000,  14.713,  14.381,  14.358, 083.1104970, -69.7727970,  14.540, N,  52, 18.570,   0.040,   0
OGLE LMC-CEP-2314, FU, VMC/CPAP,   4.655, 14.870, 15.620,  14.300,  13.913,  13.950, 083.1371990, -69.9970020,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2317, FU, VMC/CPAP,   4.016, 15.030, 15.780,  14.515,  14.120,  14.036, 083.1578980, -70.0826030,  11.925, Y,  56,       ,        ,   0
OGLE LMC-CEP-2335, FU, VMC/CPAP,   4.801, 15.220, 16.150,  14.506,  14.010,  13.941, 083.2432020, -69.8655010,  13.816, N,  56, 18.500,   0.280,   0
OGLE LMC-CEP-2347, FU, VMC/CPAP,   4.155, 15.160, 16.020,  14.479,  14.178,  14.093, 083.3069000, -69.9156040,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2349, FU, VMC/CPAP,   4.996, 14.680, 15.410,  14.205,  13.806,  13.782, 083.3183980, -70.0649030,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2361, FU, VMC/CPAP,   3.472, 15.480, 16.330,  14.855,  14.414,  14.446, 083.3741000, -69.6192020,  14.522, N,  61, 18.640,   0.140,   0
OGLE LMC-CEP-2369, FU, VMC/CPAP,   4.237, 15.070, 15.870,  14.294,  13.865,  13.901, 083.4027020, -69.7548980,  14.035, N,  55, 18.320,   0.190,   0
OGLE LMC-CEP-2376, FU, VMC/CPAP,   5.262, 15.730, 17.130,  14.736,  14.168,  13.976, 083.4186020, -69.8831020,  13.555, Y,  56, 18.540,   0.590,   0
OGLE LMC-CEP-2395, FU, VMC/CPAP,   3.311, 15.270, 15.950,  14.755,  14.382,  14.399, 083.4523010, -69.7535020,  14.771, N,  48, 18.600,   0.018,   0
OGLE LMC-CEP-2401, FU, VMC/CPAP,   5.064, 14.280, 14.700,  13.914,  13.606,  13.578, 083.4767990, -70.0485990,  13.554, Y,  64, 18.340,  -0.093,   0
OGLE LMC-CEP-2405, FU, VMC/CPAP,   6.532, 15.070, 16.140,  14.273,  13.778,  13.695, 083.4896010, -69.5662000,  13.317, Y,  66, 18.570,   0.370,   0
OGLE LMC-CEP-2407, FU, VMC/CPAP,   4.517, 15.040, 15.850,  14.327,  13.990,  14.403, 083.4912030, -70.1128010,  13.777, Y,  68, 18.270,   0.250,   0
OGLE LMC-CEP-2416, FU, VMC/CPAP,   4.262, 15.120, 15.960,  14.509,  14.068,  14.102, 083.5264970, -69.6099010,  14.069, N,  60, 18.510,   0.150,   0
OGLE LMC-CEP-2433, FU, VMC/CPAP,   3.117, 15.350, 16.110,  14.793,  14.472,  14.446, 083.6160960, -69.8172000,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2445, FU, VMC/CPAP,   3.555, 15.250, 16.050,  14.644,  14.309,  14.265, 083.6635970, -70.0730970,  13.875, Y,  67, 18.480,   0.120,   0
OGLE LMC-CEP-2453, FU, VMC/CPAP,   2.618, 15.570, 16.190,  15.042,  14.647,  14.670, 083.6878970, -69.9888000,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2454, FU, VMC/CPAP,   4.657, 14.770, 15.470,  14.292,  13.940,  13.896, 083.6976010, -69.9142990,  13.914, Y,  64, 18.520,   0.033,   0
OGLE LMC-CEP-2463, FU, VMC/CPAP,   1.852, 16.130, 16.910,  15.582,  15.136,  15.163, 083.7576980, -69.6168980,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2468, FU, VMC/CPAP,   4.920, 14.860, 15.680,  14.254,  13.839,  13.847, 083.7945020, -69.6704030,  13.790, Y,  60, 18.430,   0.150,   0
OGLE LMC-CEP-2470, FU, VMC/CPAP,   3.221, 15.290, 16.020,  14.693,  14.391,  14.364, 083.7974010, -69.9629970,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2472, FU, VMC/CPAP,   2.840, 15.320, 15.990,  14.957,  14.569,  14.553, 083.8089980, -70.1045000,  14.950, N,  31, 18.620,  -0.035,   0
OGLE LMC-CEP-2479, FU, VMC/CPAP,   2.943, 15.520, 16.280,  14.924,  14.660,  14.610, 083.8416980, -69.9689030,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2481, FU, VMC/CPAP,   4.519, 15.100, 15.970,  14.480,  14.097,  14.054, 083.8513030, -69.9569020,  13.664, Y,  67, 18.550,   0.170,   0
OGLE LMC-CEP-2490, FU, VMC/CPAP,   4.225, 15.620, 16.910,  14.721,  14.307,  14.165, 083.8781970, -69.9682010,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2492, FU, VMC/CPAP,   6.936, 14.290, 15.080,  13.703,  13.317,  13.290, 083.8825000, -69.7228010,  13.192, Y,  58, 18.350,   0.120,   0
OGLE LMC-CEP-2498, FU, VMC/CPAP,   3.646, 15.260, 16.050,  14.763,  14.146,  14.243, 083.8926010, -70.0995030,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2500, FU, VMC/CPAP,   3.200, 15.230, 16.070,  14.622,  14.237,  14.175, 083.8954010, -70.0903020,  14.007, Y,  74, 18.290,   0.150,   0
OGLE LMC-CEP-2517, FU, VMC/CPAP,   3.661, 15.150, 15.900,  14.562,  14.269,  14.247, 083.9537960, -69.9442980,  14.215, Y,  72, 18.520,   0.060,   0
OGLE LMC-CEP-2519, FU, VMC/CPAP,   3.883, 15.250, 16.090,  14.419,  14.121,  14.035, 083.9660030, -70.0672000,  13.918, N,  62, 18.370,   0.200,   0
OGLE LMC-CEP-2530, FU, VMC/CPAP,   4.324, 15.210, 16.180,  14.483,  14.080,  14.038, 083.9965970, -70.0737000,  13.588, Y,  76, 18.430,   0.250,   0
OGLE LMC-CEP-2537, FU, VMC/CPAP,   3.619, 15.260, 16.010,  14.699,  14.305,  14.315, 084.0371020, -69.8349000,  14.104, N,  65, 18.590,   0.083,   0
OGLE LMC-CEP-2544, FU, VMC/CPAP,   9.611, 13.910, 14.720,  13.333,  12.953,  12.938, 084.0706020, -69.9042970,  12.861, Y,  71, 18.400,   0.120,   0
OGLE LMC-CEP-2547, FU, VMC/CPAP,   4.303, 15.510, 16.710,  14.681,  14.181,  14.153, 084.0774000, -70.0115970,  13.986, Y,  76, 18.500,   0.370,   0
OGLE LMC-CEP-2551, FU, VMC/CPAP,   4.427, 14.860, 15.570,  14.344,  14.007,  13.980, 084.0896000, -70.1104970,  13.680, Y,  78, 18.470,   0.066,   0
OGLE LMC-CEP-2553, FU, VMC/CPAP,   2.917, 15.520, 16.280,  14.935,  14.560,  14.522, 084.0961000, -70.0687030,  12.664, Y,  81,       ,        ,   0
OGLE LMC-CEP-2560, FU, VMC/CPAP,   3.318, 15.360, 16.110,  14.812,  14.435,  14.441, 084.1129990, -69.6798020,  13.236, Y,  64,       ,        ,   0
OGLE LMC-CEP-2562, FU, VMC/CPAP,  10.072, 13.860, 14.750,  13.256,  12.868,  12.822, 084.1175000, -69.8209000,  12.793, Y,  69, 18.350,   0.150,   0
OGLE LMC-CEP-2564, FU, VMC/CPAP,   2.908, 16.320, 17.390,  15.428,  14.894,  14.810, 084.1187970, -69.6737980,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2568, FU, VMC/CPAP,   4.852, 14.980, 15.870,  14.244,  13.905,  13.887, 084.1256030, -69.9642030,  13.774, Y,  72, 18.460,   0.190,   0
OGLE LMC-CEP-2571, FU, VMC/CPAP,   4.416, 15.050, 15.900,  14.449,  14.086,  14.046, 084.1427990, -70.0889970,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2596, FU, VMC/CPAP,   4.889, 14.750, 15.500,  14.250,  13.784,  13.788, 084.2237010, -70.1067960,  13.598, Y,  83, 18.420,   0.100,   0
OGLE LMC-CEP-2601, FU, VMC/CPAP,   2.831, 15.860, 16.850,  15.077,  14.692,  14.648, 084.2276990, -69.9406970,  14.477, N,  70, 18.480,   0.290,   0
OGLE LMC-CEP-2620, FU, VMC/CPAP,   3.929, 15.030, 15.770,  14.632,  14.205,  14.121, 084.2640990, -70.0761030,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2623, FU, VMC/CPAP,   3.592, 15.370, 16.310,  14.715,  14.309,  14.294, 084.2751010, -69.9432980,  14.465, N,  71, 18.530,   0.170,   0
OGLE LMC-CEP-2669, FU, VMC/CPAP,   4.110, 14.300, 15.400,  13.392,  12.848,  12.735, 084.4132000, -70.1085970,  12.877, Y,  93,       ,        ,   0
OGLE LMC-CEP-2674, FU, VMC/CPAP,   2.831, 15.720, 16.560,  15.067,  14.674,  14.682, 084.4257970, -69.9806980,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2676, FU, VMC/CPAP,   5.950, 14.460, 15.300,  13.843,  13.468,  13.455, 084.4332960, -69.9852980,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2687, FU, VMC/CPAP,   4.185, 14.830, 15.550,  14.292,  13.943,  13.943, 084.4707030, -70.0319980,  12.348, Y,  86,       ,        ,   0
OGLE LMC-CEP-2699, FU, VMC/CPAP,   3.627, 15.350, 16.290,  14.662,  14.305,  14.280, 084.5318980, -69.9395980,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2702, FU, VMC/CPAP,   3.071, 15.670, 16.550,  15.016,  14.574,  14.580, 084.5394970, -69.7268980,  14.693, N,  63, 18.570,   0.190,   0
OGLE LMC-CEP-2710, FU, VMC/CPAP,   3.097, 15.540, 16.340,  14.886,  14.541,  14.535, 084.5695040, -69.7201000,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2747, FU, VMC/CPAP,   4.852, 15.100, 16.100,  14.470,  13.963,  13.959, 084.6906970, -69.8425980,  13.759, Y,  85, 18.510,   0.240,   0
OGLE LMC-CEP-2753, FU, VMC/CPAP,   3.444, 15.370, 16.250,  14.729,  14.336,  14.322, 084.7068020, -70.0195010,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2813, FU, VMC/CPAP,   7.193, 14.700, 15.790,  13.877,  13.446,  13.352, 084.9114990, -70.0420990,  13.104, Y,  94, 18.350,   0.360,   0
OGLE LMC-CEP-2826, FU, VMC/CPAP,   4.813, 14.950, 15.780,  14.317,  13.965,  13.909, 084.9473040, -70.0213010,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2827, FU, VMC/CPAP,   4.917, 15.080, 16.030,  14.282,  13.867,  13.847, 084.9483030, -70.0652010,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2831, FU, VMC/CPAP,   4.863, 14.920, 15.750,  14.228,  13.922,  13.897, 084.9702000, -70.0807040,  13.821, Y,  99, 18.490,   0.140,   0
OGLE LMC-CEP-2864, FU, VMC/CPAP,   6.270, 14.820, 15.840,  14.081,  13.650,  13.579, 085.1029970, -69.8721010,  13.498, Y,  96, 18.440,   0.290,   0
OGLE LMC-CEP-2878, FU, VMC/CPAP,   3.206, 15.610, 16.440,  14.960,  14.554,  14.552, 085.1391980, -70.0307010,  14.370, N, 102, 18.660,   0.140,   0
OGLE LMC-CEP-2894, FU, VMC/CPAP,   4.794, 15.200, 16.220,  14.471,  14.040,  13.973, 085.1959990, -69.9339980,  13.845, Y, 100, 18.510,   0.270,   0
OGLE LMC-CEP-2938, FU, VMC/CPAP,   4.133, 15.140, 15.970,  14.488,  14.144,  14.137, 085.3720020, -69.9175030,  14.229, N,  98, 18.530,   0.130,   0
OGLE LMC-CEP-2953, FU, VMC/CPAP,   3.651, 15.120, 15.820,  14.524,  99.900,  14.156, 085.4680020, -69.8270030,  14.427, N,  97,       ,        ,   0
OGLE LMC-CEP-2980, FU, VMC/CPAP,   2.010, 15.930, 16.650,  15.386,  15.036,  14.997, 085.5718990, -69.9953990,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2230, FU, VMC/IRSF,   3.131, 15.810, 16.730,  15.098,  14.718,  14.623, 082.7543030, -69.1083980,        ,  ,    ,       ,        ,   0
OGLE LMC-CEP-2231, FU, VMC/IRSF,   2.908, 16.030, 16.980,  15.215,  14.809,  14.718, 082.7571030, -69.1060030,        ,  ,    ,       ,        ,   0
